"114";"tt0114814";"The Usual Suspects";"1995";"1h 46m";"Bryan Singer";"Marlon Brando, Al Pacino, James Caan";"8.5";"Crime"
"115";"tt0051201";"Witness for the Prosecution";"1957";"1h 56m";"Billy Wilder";"Marlon Brando, Al Pacino, James Caan";"8.4";"Crime"
"116";"tt7286456";"Joker";"2019";"2h 2m";"Todd Phillips";"Marlon Brando, Al Pacino, James Caan";"8.4";"Crime"
"117";"tt0087843";"Once Upon a Time in America";"1984";"3h 49m";"Sergio Leone";"Marlon Brando, Al Pacino, James Caan";"8.3";"Crime"
"118";"tt0057565";"High and Low";"1963";"2h 23m";"Akira Kurosawa";"Marlon Brando, Al Pacino, James Caan";"8.4";"Crime"
"119";"tt0105236";"Reservoir Dogs";"1992";"1h 39m";"Quentin Tarantino";"Marlon Brando, Al Pacino, James Caan";"8.3";"Crime"
"120";"tt0022100";"M";"1931";"1h 57m";"Fritz Lang";"Marlon Brando, Al Pacino, James Caan";"8.3";"Crime"
"121";"tt0111161";"The Shawshank Redemption";"1994";"2h 22m";"Frank Darabont";"Tim Robbins, Morgan Freeman, Bob Gunton";"9.3";"Drama"
"122";"tt0068646";"The Godfather";"1972";"2h 55m";"Francis Ford Coppola";"Tim Robbins, Morgan Freeman, Bob Gunton";"9.2";"Drama"
"123";"tt0468569";"The Dark Knight";"2008";"2h 32m";"Christopher Nolan";"Tim Robbins, Morgan Freeman, Bob Gunton";"9";"Drama"
"124";"tt0071562";"The Godfather Part II";"1974";"3h 22m";"Francis Ford Coppola";"Tim Robbins, Morgan Freeman, Bob Gunton";"9";"Drama"
"125";"tt0050083";"12 Angry Men";"1957";"1h 36m";"Sidney Lumet";"Tim Robbins, Morgan Freeman, Bob Gunton";"9";"Drama"
"126";"tt0108052";"Schindler's List";"1993";"3h 15m";"Steven Spielberg";"Tim Robbins, Morgan Freeman, Bob Gunton";"9";"Drama"
"127";"tt0167260";"The Lord of the Rings: The Return of the King";"2003";"3h 21m";"Peter Jackson";"Tim Robbins, Morgan Freeman, Bob Gunton";"9";"Drama"
"128";"tt0110912";"Pulp Fiction";"1994";"2h 34m";"Quentin Tarantino";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.9";"Drama"
"129";"tt0120737";"The Lord of the Rings: The Fellowship of the Ring";"2001";"2h 58m";"Peter Jackson";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.9";"Drama"
"130";"tt0109830";"Forrest Gump";"1994";"2h 22m";"Robert Zemeckis";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.8";"Drama"
"131";"tt0137523";"Fight Club";"1999";"2h 19m";"David Fincher";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.8";"Drama"
"132";"tt0167261";"The Lord of the Rings: The Two Towers";"2002";"2h 59m";"Peter Jackson";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.8";"Drama"
"133";"tt0099685";"GoodFellas";"1990";"2h 25m";"Martin Scorsese";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.7";"Drama"
"134";"tt0073486";"One Flew Over the Cuckoo's Nest";"1975";"2h 13m";"Milos Forman";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.7";"Drama"
"135";"tt0114369";"Seven";"1995";"2h 7m";"David Fincher";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.6";"Drama"
"136";"tt0038650";"It's a Wonderful Life";"1946";"2h 10m";"Frank Capra";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.6";"Drama"
"137";"tt0047478";"Seven Samurai";"1954";"3h 27m";"Akira Kurosawa";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.6";"Drama"
"138";"tt0816692";"Interstellar";"2014";"2h 49m";"Christopher Nolan";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.7";"Drama"
"139";"tt0102926";"The Silence of the Lambs";"1991";"1h 58m";"Jonathan Demme";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.6";"Drama"
"140";"tt0120815";"Saving Private Ryan";"1998";"2h 49m";"Steven Spielberg";"Tim Robbins, Morgan Freeman, Bob Gunton";"8.6";"Drama"
"141";"tt0468569";"The Dark Knight";"2008";"2h 32m";"Christopher Nolan";"Christian Bale, Heath Ledger, Aaron Eckhart";"9";"Action"
"142";"tt0167260";"The Lord of the Rings: The Return of the King";"2003";"3h 21m";"Peter Jackson";"Christian Bale, Heath Ledger, Aaron Eckhart";"9";"Action"
"143";"tt0120737";"The Lord of the Rings: The Fellowship of the Ring";"2001";"2h 58m";"Peter Jackson";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.9";"Action"
"144";"tt0167261";"The Lord of the Rings: The Two Towers";"2002";"2h 59m";"Peter Jackson";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.8";"Action"
"145";"tt1375666";"Inception";"2010";"2h 28m";"Christopher Nolan";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.8";"Action"
"146";"tt0080684";"Star Wars: Episode V - The Empire Strikes Back";"1980";"2h 4m";"Irvin Kershner";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.7";"Action"
"147";"tt0133093";"The Matrix";"1999";"2h 16m";"Lana Wachowski";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.7";"Action"
"148";"tt0047478";"Seven Samurai";"1954";"3h 27m";"Akira Kurosawa";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.6";"Action"
"149";"tt0076759";"Star Wars: Episode IV - A New Hope";"1977";"2h 1m";"George Lucas";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.6";"Action"
"150";"tt0103064";"Terminator 2: Judgment Day";"1991";"2h 17m";"James Cameron";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.6";"Action"
"151";"tt9362722";"Spider-Man: Across the Spider-Verse";"2023";"2h 20m";"Joaquim Dos Santos";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.6";"Action"
"152";"tt0172495";"Gladiator";"2000";"2h 35m";"Ridley Scott";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.5";"Action"
"153";"tt0110413";"Leon";"1994";"1h 50m";"Luc Besson";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.5";"Action"
"154";"tt0056058";"Harakiri";"1962";"2h 13m";"Masaki Kobayashi";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.6";"Action"
"155";"tt0082971";"Raiders of the Lost Ark";"1981";"1h 55m";"Steven Spielberg";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.4";"Action"
"156";"tt4154756";"Avengers: Infinity War";"2018";"2h 29m";"Anthony Russo";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.4";"Action"
"157";"tt0468569";"The Dark Knight";"2008";"2h 32m";"Christopher Nolan";"Christian Bale, Heath Ledger, Aaron Eckhart";"9";"Action"
"158";"tt0167260";"The Lord of the Rings: The Return of the King";"2003";"3h 21m";"Peter Jackson";"Christian Bale, Heath Ledger, Aaron Eckhart";"9";"Action"
"159";"tt0120737";"The Lord of the Rings: The Fellowship of the Ring";"2001";"2h 58m";"Peter Jackson";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.9";"Action"
"160";"tt0167261";"The Lord of the Rings: The Two Towers";"2002";"2h 59m";"Peter Jackson";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.8";"Action"
"161";"tt1375666";"Inception";"2010";"2h 28m";"Christopher Nolan";"Christian Bale, Heath Ledger, Aaron Eckhart";"8.8";"Action"
"162";"tt0468569";"The Dark Knight";"2008";"2h 32m";"Christopher Nolan";"Christian Bale, Heath Ledger, Aaron Eckhart";"9";"Action"
"163";"tt0038650";"It's a Wonderful Life";"1946";"2h 10m";"Frank Capra";"James Stewart, Donna Reed, Lionel Barrymore";"8.6";"Family"
"164";"tt9362722";"Spider-Man: Across the Spider-Verse";"2023";"2h 20m";"Joaquim Dos Santos";"James Stewart, Donna Reed, Lionel Barrymore";"8.6";"Family"
"165";"tt0245429";"Spirited Away";"2001";"2h 5m";"Hayao Miyazaki";"James Stewart, Donna Reed, Lionel Barrymore";"8.6";"Family"
"166";"tt0110357";"The Lion King";"1994";"1h 28m";"Roger Allers";"James Stewart, Donna Reed, Lionel Barrymore";"8.5";"Family"
"167";"tt0910970";"WALL·E";"2008";"1h 38m";"Andrew Stanton";"James Stewart, Donna Reed, Lionel Barrymore";"8.4";"Family"
"168";"tt4633694";"Spider-Man: Into the Spider-Verse";"2018";"1h 57m";"Bob Persichetti";"James Stewart, Donna Reed, Lionel Barrymore";"8.4";"Family"
"169";"tt2380307";"Coco";"2017";"1h 45m";"Lee Unkrich";"James Stewart, Donna Reed, Lionel Barrymore";"8.4";"Family"
"170";"tt0114709";"Toy Story";"1995";"1h 21m";"John Lasseter";"James Stewart, Donna Reed, Lionel Barrymore";"8.3";"Family"
"171";"tt0435761";"Toy Story 3";"2010";"1h 43m";"Lee Unkrich";"James Stewart, Donna Reed, Lionel Barrymore";"8.3";"Family"
